,,Table of available Primitives,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,"The parser will search this list to ascertain that a combination of parameter types and operator is available, and the result type that combination will return.",,,,,,,,,,,,,,,,,,,,
,,The code generator will search this list to find the optimum routine to generate for the combination of parameter types and locations.,,,,,,,,,,,,,,,,,,,,
,,The register allocater will use the list to choose registers to parameters and results to.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,For full documentation see TPrimitive record in the Def.Primitives.pas file,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,"Valid values for Lreg, Rregs and ResultRegs:",,,,,,,,,,,,,,,,,,,,
,,,"imm, static, stack, or a semicolon separated list of CPU registers and flags. Imm is invalid for ResultReg.",,,,,,,,,,,,,,,,,,,
,,,"imm, static, stack cannot be included in a list or locations - they must be the only value given",,,,,,,,,,,,,,,,,,,
,,,"Where imm, static or stack are given another variant which uses register must (usually!) be available",,,,,,,,,,,,,,,,,,,
,,"Lines will be ignored if they begin with a semicolon, or if Operation column is empty",,,,,,,,,,,,,,,,,,,,
,,Terminate the file with 'END' in capitals in first column,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,;Notes: Ordering of items in the table is significant!,,,,,,,,,,,,,,,,,,,,
,,,;All handlers for an operation must be grouped together,,,,,,,,,,,,,,,,,,,
,,,;Smaller types /should/ be listed before larger types (but not currently a requirement),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
;,Binary operators,,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,
;,,----Primitive Selection----,,,,,,,----Primitive Data----,,,,,KEEP!!,,,Optimised range checks for type conversions,,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,OverflowChecking,BoundsCheck,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes,
,add,Byte,Byte,y,Byte,x,x,,add8_reg_imm,,,,,,,c_overflow,m_range,,,,,
,add,Byte,Byte,y,Byte,x,x,,add8_reg_reg,,,,,,,c_overflow,m_range,,,,,
,add,Int8,Int8,y,Int8,x,x,,add8_reg_imm,,,,,,,pe_overflow,,m_range,,m_range,,
,add,Int8,Int8,y,Int8,x,x,,add8_reg_reg,,,,,,,pe_overflow,,m_range,,m_range,,
,add,Word,Word,y,Word,y,x,,add16_overflow,,,,,,,c_overflow,,,m_range,,"Uses ADC HL,ss which does set sign flag",
,add,Word,Word,y,Word,x,x,,add16_nooverflow,,,,,,,c_overflow,,,,,"Uses ADD HL,ss which doesn't set flags needed for conversions, but is faster",
,add,Integer,Integer,y,Integer,y,x,,add16_overflow,,,,,,,pe_overflow,,,,m_range,"Uses ADC HL,ss which sets all flags",
,add,Integer,Integer,y,Integer,n,x,,add16_nooverflow,,,,,,,,,,,,"Uses ADD HL,ss",
,add,Integer,Word,y,Integer,n,x,,add16_nooverflow,,,,,,,,,,,,"Uses ADD HL,ss",
,add,Integer,Word,y,Word,n,x,,add16_nooverflow,,,,,,,,,,,,"Uses ADD HL,ss",
,add,Integer,Word,y,Integer,y,x,,:add16_s_u__s_raise_errors,,,hl,de,hl,hl;de;bc;f,empty,,,,,Add signed to unsigned returning signed. Overflow raised by routine.,
,add,Integer,Word,y,Word,y,x,,:add16_s_u__u_raise_errors,,,hl,de,hl,hl;de;bc;f,empty,,,,,Addsigned to unsigned returning unsigned. Overflow raised by routine,
;,add,Char,Char,n,String,x,x,,:concat_char,,,a,l,hl,?,empty,,,,,c+c,
;,add,Char,String,n,String,x,x,,:concat_char_string,,,a,hl,hl,?,empty,,,,,c+s,
;,add,String,Char,n,String,x,x,,:concat_string_char,,,hl,a,hl,?,empty,,,,,s+c,
;,add,String,String,n,String,x,x,,:concat_string,,,hl,de,hl,?,empty,,,,,s+s,
,,,,,,,,,,,,,,,,,,,,,,
,subtract,Byte,Byte,n,Byte,x,x,,sub8_reg_imm,,,,,,,c_overflow,m_rangecheck,,,,,
,subtract,Byte,Byte,n,Byte,x,x,,sub8_reg_reg,,,,,,,c_overflow,m_rangecheck,,,,,
,subtract,Int8,Int8,n,Int8,x,x,,sub8_reg_imm,,,,,,,pe_overflow,,m_range,,m_range,,
,subtract,Int8,Int8,n,Int8,x,x,,sub8_reg_reg,,,,,,,pe_overflow,,m_range,,m_range,,
,subtract,Word,Word,n,Word,x,x,,sub16,,,,,,,c_overflow,,,m_range,,,
,subtract,Integer,Integer,n,Integer,x,x,,sub16,,,,,,,pe_overflow,,,,m_range,,
,subtract,Integer,Word,n,Integer,n,x,,sub16,,,,,,,,,,,,,
,subtract,Integer,Word,n,Word,n,x,,sub16,,,,,,,,,,,,,
,subtract,Word,Integer,n,Integer,n,x,,sub16,,,,,,,,,,,,,
,subtract,Word,Integer,n,Word,n,x,,sub16,,,,,,,,,,,,,
,subtract,Integer,Word,n,Integer,y,x,,:sub16_s_u__s_raise_errors,,,hl,de,hl,h;l;f,empty,,,,,"First param is the S16, output is s16",
,subtract,Word,Integer,n,Integer,y,x,,:sub16_u_s__s_raise_errors,,,hl,de,hl,h;l;f,empty,,,,,"First param is the u16, output is s16",
,subtract,Integer,Word,n,Word,y,x,,:sub16_s_u__u_raise_errors,,,hl,de,hl,h;l;f,empty,,,,,"First param is the S16, output is u16",
,subtract,Word,Integer,n,Word,y,x,,:sub16_u_s__u_raise_errors,,,hl,de,hl,h;l;f,empty,,,,,"First param is the u16, output is u16",
,,,,,,,,,,,,,,,,,,,,,,
,multiply,Byte,Byte,y,Byte,x,x,,:mult8_h_e__hl,,,h,e,l,a;f;b;d;e;h;l,hreg_nz_overflow,,,,,,
,multiply,Byte,Byte,y,Word,x,x,,:mult8_h_e__hl,,,h,e,hl,a;f;b;d;e;h;l,empty,,,,,"Technically we could do this, but it violates other expression parsing rules.",
,multiply,Integer,Integer,y,Integer,x,x,,:mult16_s_s__s,,,hl,de,hl,a;f;b;d;e;h;l,nc_overflow,,,,,,
,multiply,Word,Word,y,Word,x,x,,:mult16_u_u__u,,,hl,de,hl,a;f;d;e;h;l,c_overflow,,,,,,
,multiply,Integer,Word,y,Integer,x,x,,:mult16_s_u__s,,,hl,de,hl,a;f;b;d;e;h;l,nc_overflow,,,,,,
,multiply,Integer,Word,y,Word,x,x,,:mult16_s_u__u,,,hl,de,hl,a;f;b;d;e;h;l,nc_overflow,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,div,Byte,Byte,n,Byte,x,x,,:div8_c_d__c_a,,,c,d,c,a;f;b;c,empty,,,,,,
,div,Word,Word,n,Word,x,x,,:div16_u_u__u,,,hl,de,hl,a;f;b;c;d;e;h;l,empty,,,,,,
,div,Integer,Integer,n,Integer,x,x,,:div16_s_s__s,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,div,Integer,Word,n,Integer,x,x,,:div16_s_u__s,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,div,Word,Integer,n,Integer,x,x,,:div16_u_s__s,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,div,Integer,Word,n,Word,x,x,,:div16_s_u__u,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,div,Word,Integer,n,Word,x,x,,:div16_u_s__u,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,mod,Byte,Byte,n,Byte,x,x,,:div8_c_d__c_a,,,c,d,a,a;f;b;c,empty,,,,,,
,mod,Word,Word,n,Word,x,x,,:div16_u_u__u,,,hl,de,de,a;f;b;c;d;e;h;l,empty,,,,,,
,mod,Integer,Integer,n,Integer,x,x,,:mod16_s_s__s,,,hl,de,hl,a;f;b;c;d;e;h;l,empty,,,,,,
,mod,Integer,Word,n,Integer,x,x,,:mod16_s_u__s,,,hl,de,hl,a;f;b;c;d;e;h;l,empty,,,,,,
,mod,Word,Integer,n,Integer,x,x,,:mod16_u_s__s,,,hl,de,de,a;f;b;c;d;e;h;l,empty,,,,,,
,mod,Integer,Word,n,Word,x,x,,:mod16_s_u__u,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,mod,Word,Integer,n,Word,x,x,,:mod16_u_s__u,,,hl,de,de,a;f;b;c;d;e;h;l,nc_overflow,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,shl,Byte,Byte,n,LType,x,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,This is crying out for optimised routines for constant shift values,
,shl,Byte,Int8,n,LType,x,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,,
,shl,Byte,Word,n,LType,x,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,,
,shl,Byte,Integer,n,LType,x,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,,
,shl,Int8,Byte,n,LType,x,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,,
,shl,Int8,Int8,n,LType,x,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,,
,shl,Int8,Word,n,LType,x,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,,
,shl,Int8,Integer,n,LType,x,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,,
,shl,Integer,Byte,n,LType,x,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shl,Integer,Int8,n,LType,x,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shl,Integer,Word,n,LType,x,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,shl,Integer,Integer,n,LType,x,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,shl,Word,Byte,n,LType,x,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shl,Word,Int8,n,LType,x,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shl,Word,Integer,n,LType,x,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,shl,Word,Word,n,LType,x,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,shr,Byte,Byte,n,LType,x,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,,
,shr,Byte,Int8,n,LType,x,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,,
,shr,Byte,Word,n,LType,x,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,,
,shr,Byte,Integer,n,LType,x,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,,
,shr,Int8,Byte,n,LType,x,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,,
,shr,Int8,Int8,n,LType,x,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,,
,shr,Int8,Word,n,LType,x,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,,
,shr,Int8,Integer,n,LType,x,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,,
,shr,Integer,Byte,n,LType,x,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shr,Integer,Int8,n,LType,x,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shr,Integer,Word,n,LType,x,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,shr,Integer,Integer,n,LType,x,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,shr,Word,Byte,n,LType,x,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shr,Word,Int8,n,LType,x,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,,
,shr,Word,Integer,n,LType,x,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,shr,Word,Word,n,LType,x,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,,Optimised range checks for type conversions,,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,OverflowChecking,BoundsCheck,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes,
,equal,Byte,Byte,y,<Flag>,x,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Byte,Byte,y,<Flag>,x,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Byte,Byte,y,Boolean,x,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Byte,Byte,y,Boolean,x,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Int8,Int8,y,<Flag>,x,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Int8,Int8,y,<Flag>,x,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Int8,Int8,y,Boolean,x,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Int8,Int8,y,Boolean,x,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Word,Word,y,<Flag>,x,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,,
,equal,Word,Word,y,Boolean,x,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,,
,equal,Integer,Integer,y,<Flag>,x,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,,
,equal,Integer,Integer,y,Boolean,x,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,,
,equal,Word,Integer,y,<Flag>,x,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,,
,equal,Integer,Word,y,<Flag>,x,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,,
,equal,Word,Integer,y,Boolean,x,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,,
,equal,Integer,Word,y,Boolean,x,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,,
,equal,Boolean,Boolean,y,<Flag>,x,x,,xor8_reg_imm,,,,,zf,,empty,,,,,,
,equal,Boolean,Boolean,y,<Flag>,x,x,,xor8_reg_reg,,,,,zf,,empty,,,,,,
,equal,Boolean,Boolean,y,Boolean,x,x,,xor8_reg_imm,,,,,cpla,,empty,,,,,Result in complement (invert) of A,
,equal,Boolean,Boolean,y,Boolean,x,x,,xor8_reg_reg,,,,,cpla,,empty,,,,,Result in complement (invert) of A,
,equal,Char,Char,y,<Flag>,x,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Char,Char,y,<Flag>,x,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Char,Char,y,Boolean,x,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Char,Char,y,Boolean,x,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Enumeration,Enumeration,y,<Flag>,x,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Enumeration,Enumeration,y,<Flag>,x,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag,
,equal,Enumeration,Enumeration,y,Boolean,x,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,equal,Enumeration,Enumeration,y,Boolean,x,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0,
,,,,,,,,,,,,,,,,,,,,,,
,notequal,Byte,Byte,y,<Flag>,x,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Byte,Byte,y,<Flag>,x,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Byte,Byte,y,Boolean,x,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Byte,Byte,y,Boolean,x,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Int8,Int8,y,<Flag>,x,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Int8,Int8,y,<Flag>,x,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Int8,Int8,y,Boolean,x,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Int8,Int8,y,Boolean,x,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Word,Word,y,<Flag>,x,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,,
,notequal,Word,Word,y,Boolean,x,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,,
,notequal,Integer,Integer,y,<Flag>,x,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,,
,notequal,Integer,Integer,y,Boolean,x,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,,
,notequal,Word,Integer,y,<Flag>,x,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,,
,notequal,Integer,Word,y,<Flag>,x,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,,
,notequal,Word,Integer,y,Boolean,x,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,,
,notequal,Integer,Word,y,Boolean,x,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,,
,notequal,Boolean,Boolean,y,<Flag>,x,x,,xor8_reg_imm,,,,,nzf,,empty,,,,,,
,notequal,Boolean,Boolean,y,<Flag>,x,x,,xor8_reg_reg,,,,,nzf,,empty,,,,,,
,notequal,Boolean,Boolean,y,Boolean,x,x,,xor8_reg_imm,,,,,a,,empty,,,,,Result in A,
,notequal,Boolean,Boolean,y,Boolean,x,x,,xor8_reg_reg,,,,,a,,empty,,,,,Result in A,
,notequal,Char,Char,y,<Flag>,x,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Char,Char,y,<Flag>,x,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Char,Char,y,Boolean,x,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Char,Char,y,Boolean,x,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Enumeration,Enumeration,y,<Flag>,x,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Enumeration,Enumeration,y,<Flag>,x,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag,
,notequal,Enumeration,Enumeration,y,Boolean,x,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,notequal,Enumeration,Enumeration,y,Boolean,x,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0,
,,,,,,,,,,,,,,,,,,,,,,
,less,Byte,Byte,n,<Flag>,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag,
,less,Byte,Byte,n,<Flag>,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,For branches - only sets flag,
,less,Byte,Byte,n,Boolean,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,,
,less,Byte,Byte,n,Boolean,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,,
,less,Word,Word,n,<Flag>,x,x,,:compare_u16,,,hl,de,cf,a;f,empty,,,,,,
,less,Word,Word,n,Boolean,x,x,,:compare_u16,,,hl,de,cf,a;f,empty,,,,,,
,less,Integer,Integer,n,<Flag>,x,x,,:compare_s16,,,hl,de,cf,a;f,empty,,,,,,
,less,Integer,Integer,n,Boolean,x,x,,:compare_s16,,,hl,de,cf,a;f,empty,,,,,,
,less,Word,Integer,n,<Flag>,x,x,,:compare_u16_s16,,,hl,de,cf,a;h;l;f,empty,,,,,,
,less,Word,Integer,n,Boolean,x,x,,:compare_u16_s16,,,hl,de,cf,a;h;l;f,empty,,,,,,
,less,Integer,Word,n,<Flag>,x,x,,:compare_s16_u16,,,hl,de,cf,a;h;l;f,empty,,,,,,
,less,Integer,Word,n,Boolean,x,x,,:compare_s16_u16,,,hl,de,cf,a;h;l;f,empty,,,,,,
,less,Boolean,Boolean,n,<Flag>,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,,
,less,Boolean,Boolean,n,<Flag>,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,,
,less,Boolean,Boolean,n,Boolean,x,x,,bool_less8_reg_imm,,,,,a,,empty,,,,,Result in A,
,less,Boolean,Boolean,n,Boolean,x,x,,bool_less8_reg_reg,,,,,a,,empty,,,,,Result in A,
,less,Char,Char,n,<Flag>,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag,
,less,Char,Char,n,<Flag>,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,For branches - only sets flag,
,less,Char,Char,n,Boolean,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,,
,less,Char,Char,n,Boolean,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,,
,less,Enumeration,Enumeration,n,<Flag>,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag,
,less,Enumeration,Enumeration,n,<Flag>,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,For branches - only sets flag,
,less,Enumeration,Enumeration,n,Boolean,x,x,,compare8_reg_imm,,,,,cf,,empty,,,,,,
,less,Enumeration,Enumeration,n,Boolean,x,x,,compare8_reg_reg,,,,,cf,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,greaterequal,Byte,Byte,n,<Flag>,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag,
,greaterequal,Byte,Byte,n,<Flag>,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,For branches - only sets flag,
,greaterequal,Byte,Byte,n,Boolean,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,,
,greaterequal,Byte,Byte,n,Boolean,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,,
,greaterequal,Word,Word,n,<Flag>,x,x,,:compare_u16,,,hl,de,ncf,a;f,empty,,,,,,
,greaterequal,Word,Word,n,Boolean,x,x,,:compare_u16,,,hl,de,ncf,a;f,empty,,,,,,
,greaterequal,Integer,Integer,n,<Flag>,x,x,,:compare_s16,,,hl,de,ncf,a;f,empty,,,,,,
,greaterequal,Integer,Integer,n,Boolean,x,x,,:compare_s16,,,hl,de,ncf,a;f,empty,,,,,,
,greaterequal,Word,Integer,n,<Flag>,x,x,,:compare_u16_s16,,,hl,de,ncf,a;h;l;f,empty,,,,,,
,greaterequal,Word,Integer,n,Boolean,x,x,,:compare_u16_s16,,,hl,de,ncf,a;h;l;f,empty,,,,,,
,greaterequal,Integer,Word,n,<Flag>,x,x,,:compare_s16_u16,,,hl,de,ncf,a;h;l;f,empty,,,,,,
,greaterequal,Integer,Word,n,Boolean,x,x,,:compare_s16_u16,,,hl,de,ncf,a;h;l;f,empty,,,,,,
,greaterequal,Boolean,Boolean,n,<Flag>,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,,
,greaterequal,Boolean,Boolean,n,<Flag>,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,,
,greaterequal,Boolean,Boolean,n,Boolean,x,x,,bool_greaterequal8_reg_imm,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,greaterequal,Boolean,Boolean,n,Boolean,x,x,,bool_greaterequal8_reg_reg,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,greaterequal,Char,Char,n,<Flag>,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag,
,greaterequal,Char,Char,n,<Flag>,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,For branches - only sets flag,
,greaterequal,Char,Char,n,Boolean,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,,
,greaterequal,Char,Char,n,Boolean,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,,
,greaterequal,Enumeration,Enumeration,n,<Flag>,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag,
,greaterequal,Enumeration,Enumeration,n,<Flag>,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,For branches - only sets flag,
,greaterequal,Enumeration,Enumeration,n,Boolean,x,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,,
,greaterequal,Enumeration,Enumeration,n,Boolean,x,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,greater,Byte,Byte,n,<Flag>,x,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag,
,greater,Byte,Byte,n,<Flag>,x,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2",
,greater,Byte,Byte,n,Boolean,x,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,,
